Transcript	dNdS	pNpS	Mk_10pct
Manes.17G072200.1.v7.1	0.09772	0.5	-4.11665984445354
Manes.17G072300.1.v7.1	0.27942	2.5	-7.94710471691361
Manes.17G072500.1.v7.1	0.12293	0.8	-5.50776864882453
Manes.17G072600.2.v7.1	0.14175	3.5	-23.6913580246914
Manes.17G072700.1.v7.1	0.15153	0.923076923076923	-5.09171070465864
Manes.17G072800.6.v7.1	0.2034	0.5	-1.45821042281219
Manes.17G072900.2.v7.1	1e-04	NA	NA
Manes.17G073000.2.v7.1	0.1445	0.8	-4.5363321799308
Manes.17G073100.2.v7.1	0.20063	1.5	-6.47644918506704
Manes.17G073200.2.v7.1	0.36386	NA	NA
Manes.17G073300.1.v7.1	0.16545	0.666666666666667	-3.02941472751083
Manes.17G073500.4.v7.1	0.17836	1	-4.60663825969948
Manes.17G073700.1.v7.1	0.27595	0.5	-0.811922449719152
Manes.17G073900.2.v7.1	0.09953	0.333333333333333	-2.34907398104424
Manes.17G074000.3.v7.1	0.21875	0.125	0.428571428571429
Manes.17G074100.2.v7.1	0.33687	1.2	-2.56220500489803
Manes.17G074200.2.v7.1	0.18721	2	-9.68319000053416
Manes.17G074250.1.v7.1	0.23954	1.8	-6.5144026049929
Manes.17G074300.2.v7.1	0.08709	0.333333333333333	-2.82745818501932
Manes.17G074400.2.v7.1	0.25141	0.368421052631579	-0.465419245978994
Manes.17G074600.1.v7.1	0.17991	0.625	-2.47395920182313
Manes.17G074700.1.v7.1	0.21996	2.66666666666667	-11.1234163787355
Manes.17G074800.1.v7.1	0.17221	0.4	-1.32274548516346
Manes.17G074900.1.v7.1	0.40626	0.904761904761905	-1.22705140737928
Manes.17G075100.1.v7.1	0.20892	0.6	-1.87191269385411
Manes.17G075200.1.v7.1	0.39654	5	-11.6090684420235
Manes.17G075300.2.v7.1	0.45427	0.5	-0.100667004204548
Manes.17G075400.2.v7.1	0.20499	0.5	-1.43914337284746
Manes.17G075600.2.v7.1	0.70823	1	-0.411970687488528
Manes.17G075700.3.v7.1	0.24826	3	-11.0841053733989
Manes.17G075801.3.v7.1	0.35022	Inf	-Inf
Manes.17G075900.1.v7.1	0.94179	3	-2.1854235020546
Manes.17G076100.8.v7.1	0.37054	2	-4.39752793220705
Manes.17G076200.1.v7.1	0.34382	NA	NA
Manes.17G076300.1.v7.1	0.50062	3.25	-5.49194998202229
Manes.17G076600.5.v7.1	0.55106	2	-2.62936885275651
Manes.17G076700.1.v7.1	0.24513	4	-15.3178721494717
Manes.17G076800.1.v7.1	0.91135	Inf	-Inf
Manes.17G077000.2.v7.1	0.67111	2	-1.98013738433342
Manes.17G077100.1.v7.1	0.07805	0.285714285714286	-2.66065708794729
Manes.17G077200.2.v7.1	0.4847	2	-3.1262636682484
Manes.17G077500.1.v7.1	0.07076	0.3	-3.23968343697004
Manes.17G077900.4.v7.1	0.22419	0.5	-1.23025112627682
Manes.17G078000.2.v7.1	0.08587	0	1
Manes.17G078200.2.v7.1	0.21019	0.5	-1.37880013321281
Manes.17G078400.2.v7.1	0.59692	1.25	-1.09408295919051
Manes.17G078500.4.v7.1	0.25529	0.666666666666667	-1.61140924700014
Manes.17G078600.1.v7.1	0.26916	Inf	-Inf
Manes.17G078700.1.v7.1	0.24809	1.5	-5.0461929138619
Manes.17G079000.1.v7.1	0.30968	0.6	-0.937483854301214
Manes.17G079050.1.v7.1	2	4.5	-1.25
Manes.17G079100.1.v7.1	1.26397	2.5	-0.977895044977333
Manes.17G079300.1.v7.1	0.4385	Inf	-Inf
Manes.17G079500.1.v7.1	1.5577	0.75	0.518520896193105
Manes.17G079600.1.v7.1	2	2.5	-0.25
Manes.17G079701.1.v7.1	0.56498	1	-0.769974158377288
Manes.17G079800.1.v7.1	0.9136	1	-0.0945709281961471
Manes.17G079900.1.v7.1	0.08386	1	-10.9246362985929
Manes.17G080000.1.v7.1	0.5742	Inf	-Inf
Manes.17G080100.1.v7.1	0.18448	0	1
Manes.17G080200.1.v7.1	0.29204	0.875	-1.99616490891659
Manes.17G080300.3.v7.1	0.18808	3	-14.9506592939175
Manes.17G080400.1.v7.1	0.34101	1.4	-3.10545145303657
Manes.17G080500.1.v7.1	0.25741	1.125	-3.37045957810497
Manes.17G080600.1.v7.1	0.16216	1.25	-6.7084361124815
Manes.17G080700.1.v7.1	0.24484	2.66666666666667	-9.89146653596908
Manes.17G080800.3.v7.1	0.21722	1	-3.60362765859497
Manes.17G080900.1.v7.1	0.29184	2	-5.8530701754386
Manes.17G081000.1.v7.1	0.04593	0.25	-4.44306553450904
Manes.17G081100.1.v7.1	0.14774	0.833333333333333	-4.64053968683723
Manes.17G081200.8.v7.1	0.42043	1.8	-3.28133101824323
Manes.17G081300.1.v7.1	0.12182	0.333333333333333	-1.73627756799649
Manes.17G081600.1.v7.1	0.26427	0.666666666666667	-1.52267251926691
Manes.17G081800.2.v7.1	0.45352	2.33333333333333	-4.1449403186923
Manes.17G081900.2.v7.1	0.15215	0.5	-2.28623069339468
Manes.17G082000.1.v7.1	0.10853	0.375	-2.45526582511748
Manes.17G082100.1.v7.1	0.61775	0.555555555555556	0.100678987364539
Manes.17G082200.1.v7.1	0.37702	2.75	-6.29404275635245
Manes.17G082500.1.v7.1	0.36137	2	-4.53449373218585
Manes.17G083100.1.v7.1	0.13133	0	1
Manes.17G083300.1.v7.1	0.33945	2.66666666666667	-6.85584523984879
Manes.17G083400.1.v7.1	0.36253	2	-4.51678481780818
Manes.17G083500.1.v7.1	0.17238	0.5	-1.90056851142824
Manes.17G083800.2.v7.1	0.05122	0	1
Manes.17G083900.2.v7.1	0.11153	0.333333333333333	-1.98873247855584
Manes.17G083950.1.v7.1	0.22318	0.6	-1.68841294022762
Manes.17G084000.5.v7.1	0.12237	0.6	-3.9031625398382
Manes.17G084100.1.v7.1	0.15969	0.285714285714286	-0.789180823559935
Manes.17G084200.1.v7.1	0.0484	0	1
Manes.17G084300.1.v7.1	0.38866	2.81818181818182	-6.25102099053625
Manes.17G084600.2.v7.1	0.22637	1	-3.41754649467686
Manes.17G084733.1.v7.1	0.28768	0.428571428571429	-0.489750516446847
Manes.17G084800.2.v7.1	0.31036	1.83333333333333	-4.90711861494178
Manes.17G084900.1.v7.1	0.34608	2	-4.77901063337957
Manes.17G085000.1.v7.1	0.14065	1.25	-7.88730892285816
Manes.17G085100.1.v7.1	0.24787	1	-3.03437285673942
Manes.17G085200.1.v7.1	0.18312	1.33333333333333	-6.28119994175038
Manes.17G085300.1.v7.1	0.10731	0.5	-3.65939800577765
Manes.17G085400.3.v7.1	0.0277	0.142857142857143	-4.15729757607014
Manes.17G085500.3.v7.1	0.1271	1.33333333333333	-9.49042748491998
Manes.17G085600.1.v7.1	0.05253	0.125	-1.37959261374453
Manes.17G085700.1.v7.1	0.02119	NA	NA
Manes.17G085800.4.v7.1	0.26986	0.571428571428571	-1.11750007940625
Manes.17G085900.1.v7.1	0.42625	NA	NA
Manes.17G085925.2.v7.1	0.30595	0.75	-1.45138094459879
Manes.17G085975.2.v7.1	0.46406	NA	NA
Manes.17G086000.4.v7.1	0.3163	0.5	-0.580777742649383
Manes.17G086100.1.v7.1	0.09401	0.6	-5.38229975534518
Manes.17G086300.1.v7.1	0.19418	Inf	-Inf
Manes.17G086400.1.v7.1	0.2058	0.416666666666667	-1.02461937155815
Manes.17G086600.3.v7.1	0.48962	1.75	-2.57420040031045
Manes.17G086700.3.v7.1	0.0961	0.666666666666667	-5.93721817551162
Manes.17G086800.1.v7.1	0.16257	0.25	-0.537799101925325
Manes.17G087000.1.v7.1	0.19676	0	1
Manes.17G087100.2.v7.1	0.31156	0	1
Manes.17G087400.1.v7.1	0.1681	0.571428571428571	-2.39933712925979
Manes.17G088400.1.v7.1	0.24855	2.4	-8.65600482800241
Manes.17G089020.1.v7.1	1e-04	1	-9999
Manes.17G089100.1.v7.1	0.21239	1.25	-4.88539950091812
Manes.17G089300.3.v7.1	0.29507	0.75	-1.54176974955095
Manes.17G089700.2.v7.1	0.65067	3	-3.61063211766333
Manes.17G089900.1.v7.1	0.09183	0	1
Manes.17G090100.2.v7.1	0.20445	1.5	-6.33675715333823
Manes.17G090200.1.v7.1	2	1	0.5
Manes.17G090300.1.v7.1	0.07009	0.105263157894737	-0.501828476169739
Manes.17G090400.1.v7.1	0.55124	1.2	-1.17691023873449
Manes.17G090500.1.v7.1	0.33398	2	-4.98838253787652
Manes.17G090600.1.v7.1	0.13866	0.428571428571429	-2.09080793719479
Manes.17G090700.1.v7.1	0.19117	0.5	-1.61547313909086
Manes.17G090800.1.v7.1	0.07712	0	1
Manes.17G090900.1.v7.1	0.09781	0.583333333333333	-4.96394370037147
Manes.17G091000.1.v7.1	0.08042	0	1
Manes.17G091100.18.v7.1	0.34245	0.5	-0.460067163089502
Manes.17G091200.3.v7.1	0.09939	0.333333333333333	-2.35379146124694
Manes.17G091300.2.v7.1	0.33115	2	-5.03955911218481
Manes.17G091400.1.v7.1	0.05404	0.1	-0.850481125092524
Manes.17G091500.1.v7.1	0.10387	0.75	-6.22056416674689
Manes.17G091700.1.v7.1	0.07063	1	-13.1582896786068
Manes.17G091800.1.v7.1	0.44138	0.333333333333333	0.244792846677845
Manes.17G091900.3.v7.1	0.22505	Inf	-Inf
Manes.17G092000.2.v7.1	0.2701	0.6	-1.22139948167345
Manes.17G092100.7.v7.1	0.18176	0.333333333333333	-0.833920187793425
Manes.17G092150.1.v7.1	1.10397	NA	NA
Manes.17G092200.3.v7.1	0.22175	0.75	-2.38218714768884
Manes.17G092400.2.v7.1	0.32447	0.777777777777778	-1.3970714635491
Manes.17G092500.4.v7.1	0.07783	3	-37.5455479892073
Manes.17G092600.1.v7.1	0.27703	0	1
Manes.17G092700.4.v7.1	0.13415	0.75	-4.59075661572866
Manes.17G092800.1.v7.1	0.18335	0.363636363636364	-0.983290775218783
Manes.17G092900.1.v7.1	0.25301	0.615384615384615	-1.43225412191066
Manes.17G093000.1.v7.1	0.2669	1.08333333333333	-3.05894842013237
Manes.17G093100.1.v7.1	0.24339	2	-7.21726447265705
Manes.17G093200.1.v7.1	0.16695	0.785714285714286	-3.70628502973517
Manes.17G093300.1.v7.1	0.12262	0.142857142857143	-0.165039494838876
Manes.17G093400.1.v7.1	0.16662	0.6	-2.60100828231905
Manes.17G093500.1.v7.1	0.17428	0	1
Manes.17G093600.7.v7.1	0.1038	0.777777777777778	-6.4930421751231
Manes.17G094200.1.v7.1	0.32508	1	-2.07616586686354
Manes.17G094400.1.v7.1	0.29347	0.222222222222222	0.242777039485392
Manes.17G094500.1.v7.1	0.14536	0	1
Manes.17G094600.2.v7.1	0.29556	1.8	-5.09013398294763
Manes.17G094700.1.v7.1	0.05866	NA	NA
Manes.17G094800.1.v7.1	0.24357	Inf	-Inf
Manes.17G094900.2.v7.1	2	0	1
Manes.17G095000.1.v7.1	0.2024	0.692307692307692	-2.42049255092733
Manes.17G095100.4.v7.1	0.34273	0.777777777777778	-1.26936007287888
Manes.17G095200.1.v7.1	0.37116	1.90909090909091	-4.14357934338536
Manes.17G095300.1.v7.1	0.38585	1.58333333333333	-3.10349444948381
Manes.17G095400.1.v7.1	0.17337	0.75	-3.32600795985465
Manes.17G095500.1.v7.1	0.948	1.66666666666667	-0.75808720112518
Manes.17G095600.1.v7.1	0.45682	3	-5.56713804124163
Manes.17G095700.1.v7.1	0.33664	2	-4.94106463878327
Manes.17G095800.1.v7.1	0.41562	0.5	-0.203021991242
Manes.17G096000.3.v7.1	0.34067	1.07692307692308	-2.16119140788176
Manes.17G096100.2.v7.1	0.34211	0.5	-0.461518225132267
Manes.17G096200.1.v7.1	0.14949	1.5	-9.03411599438089
Manes.17G096300.2.v7.1	0.54401	2	-2.67640300729766
Manes.17G096400.1.v7.1	0.3783	1.83333333333333	-3.84624195964401
Manes.17G096500.1.v7.1	0.25273	2.75	-9.88117754124955
Manes.17G096600.1.v7.1	0.05719	1	-16.4855744011191
Manes.17G096800.1.v7.1	0.40449	Inf	-Inf
Manes.17G096900.2.v7.1	1.60944	0.5	0.689332935679491
Manes.17G097000.6.v7.1	0.28113	2	-6.11414648027603
Manes.17G097200.1.v7.1	0.06555	0.75	-10.441647597254
Manes.17G097300.1.v7.1	0.08251	1.5	-17.1796145921706
Manes.17G097400.1.v7.1	0.10896	0.545454545454545	-4.00600720865038
Manes.17G097500.1.v7.1	0.4381	1	-1.28258388495777
Manes.17G097600.1.v7.1	0.15873	0	1
Manes.17G097900.1.v7.1	0.15233	0.428571428571429	-1.81344074424886
Manes.17G098000.1.v7.1	0.1453	1.33333333333333	-8.17641660931404
Manes.17G098200.1.v7.1	0.19787	NA	NA
Manes.17G098350.1.v7.1	0.30591	1.07692307692308	-2.52039186990644
Manes.17G098500.4.v7.1	0.40878	0.8	-0.957042908165762
Manes.17G098600.2.v7.1	0.11964	1	-7.35840855901036
Manes.17G098700.7.v7.1	0.16312	Inf	-Inf
Manes.17G098800.2.v7.1	0.2482	0.5	-1.01450443190975
Manes.17G098900.2.v7.1	0.19286	0.3	-0.555532510629472
Manes.17G099000.3.v7.1	0.17138	1.25	-6.29373322441358
Manes.17G099100.2.v7.1	0.07421	0	1
Manes.17G099200.1.v7.1	0.21347	0.5	-1.34224949641636
Manes.17G099400.1.v7.1	0.42481	1.14285714285714	-1.69027834292305
Manes.17G099500.1.v7.1	0.22885	1.25	-4.46209307406598
Manes.17G099700.2.v7.1	0.03533	Inf	-Inf
Manes.17G100000.1.v7.1	0.23695	0.375	-0.582612365477949
Manes.17G100200.1.v7.1	0.13858	0.25	-0.804012122961466
Manes.17G100400.1.v7.1	0.06546	0.5	-6.63825236785823
Manes.17G100500.1.v7.1	0.14528	0	1
Manes.17G100600.1.v7.1	0.11471	1.14285714285714	-8.96301231677395
Manes.17G100700.1.v7.1	0.15621	0.714285714285714	-3.57259915681271
Manes.17G100800.2.v7.1	0.20285	1	-3.9297510475721
Manes.17G100900.25.v7.1	0.15956	1.66666666666667	-9.44539149327319
Manes.17G101100.1.v7.1	0.08932	Inf	-Inf
Manes.17G101200.1.v7.1	0.07468	3	-39.1713979646492
Manes.17G101300.1.v7.1	0.25469	2	-6.85268365463897
Manes.17G101400.3.v7.1	0.07086	0	1
Manes.17G101600.1.v7.1	0.25988	0.333333333333333	-0.282643271253398
Manes.17G101700.3.v7.1	0.08082	Inf	-Inf
Manes.17G101800.2.v7.1	0.00716	NA	NA
Manes.17G101900.3.v7.1	0.37196	2.5	-5.72115281213034
Manes.17G101901.1.v7.1	0.3925	Inf	-Inf
Manes.17G102000.1.v7.1	0.26735	0	1
Manes.17G102100.1.v7.1	0.11441	0.5	-3.37024735600035
Manes.17G102200.1.v7.1	1e-04	0	1
Manes.17G102300.2.v7.1	0.10543	Inf	-Inf
Manes.17G102400.1.v7.1	0.13112	NA	NA
Manes.17G102600.1.v7.1	0.1899	0.545454545454545	-1.87232514720666
Manes.17G102700.3.v7.1	1e-04	0.5	-4999
Manes.17G102800.1.v7.1	0.02282	0	1
Manes.17G103000.1.v7.1	0.01521	0	1
Manes.17G103200.4.v7.1	0.2702	2.28571428571429	-7.45934228613727
Manes.17G103300.1.v7.1	0.22096	0.25	-0.131426502534395
Manes.17G103400.3.v7.1	0.18417	2	-9.85953195417278
Manes.17G103500.1.v7.1	0.18986	0.75	-2.95027915306015
Manes.17G103600.1.v7.1	0.19893	0.888888888888889	-3.46835011757346
Manes.17G103700.2.v7.1	0.40381	3	-6.42923652212674
Manes.17G103800.3.v7.1	0.104	0.928571428571429	-7.92857142857143
Manes.17G103900.1.v7.1	0.40397	5	-11.3771567195584
Manes.17G104000.2.v7.1	0.14719	0.272727272727273	-0.852892674279999
Manes.17G104100.1.v7.1	0.28921	0.5	-0.728847550223021
Manes.17G104200.1.v7.1	0.15138	1	-5.60589245607082
Manes.17G104300.1.v7.1	0.18865	0.75	-2.97561622051418
Manes.17G104500.2.v7.1	0.42399	0.444444444444444	-0.0482427520565203
Manes.17G104700.8.v7.1	0.12212	0.75	-5.14150016377334
Manes.17G104800.1.v7.1	0.18724	1.2	-5.40888698995941
Manes.17G104900.6.v7.1	0.63664	1.5	-1.35611962804725
Manes.17G105000.1.v7.1	0.71739	2.6	-2.62424901378609
Manes.17G105100.1.v7.1	0.53104	1.6	-2.01295570955107
Manes.17G105300.2.v7.1	0.39996	2.4375	-5.09435943594359
Manes.17G105400.1.v7.1	0.28474	1.30769230769231	-3.59258378763893
Manes.17G105500.1.v7.1	0.28551	2	-6.00500858113551
Manes.17G105600.1.v7.1	0.16393	3.5	-20.3505764655646
Manes.17G105700.1.v7.1	0.3133	2.5	-6.97957229492499
Manes.17G105800.2.v7.1	1e-04	0	1
Manes.17G105900.4.v7.1	0.24123	3	-11.4362641462505
Manes.17G106000.1.v7.1	0.06652	0.666666666666667	-9.02204850671478
Manes.17G106100.1.v7.1	0.36572	0.875	-1.39254074155091
Manes.17G106200.1.v7.1	0.0644	0.428571428571429	-5.65483584738244
Manes.17G106600.1.v7.1	0.27129	Inf	-Inf
Manes.17G106800.2.v7.1	0.29256	0	1
Manes.17G106900.1.v7.1	0.2146	0.75	-2.49487418452936
Manes.17G107000.1.v7.1	0.01562	0	1
Manes.17G107100.1.v7.1	0.16516	0.142857142857143	0.135037885340621
Manes.17G107200.1.v7.1	0.10939	0.333333333333333	-2.04720114574763
Manes.17G107300.5.v7.1	0.37524	0.833333333333333	-1.22080090964005
Manes.17G107400.2.v7.1	0.19915	0.333333333333333	-0.673780232655451
Manes.17G107500.1.v7.1	0.2272	0	1
Manes.17G107700.1.v7.1	0.27653	1.42857142857143	-4.16606309829469
Manes.17G107800.1.v7.1	0.19971	7	-34.0508236943568
Manes.17G107900.1.v7.1	0.26065	1.6	-5.13849990408594
Manes.17G108000.2.v7.1	0.21592	1.06666666666667	-3.94010127207609
Manes.17G108100.2.v7.1	0.55058	1.66666666666667	-2.02711080436389
Manes.17G108200.2.v7.1	0.24461	1.66666666666667	-5.81356717495879
Manes.17G108300.1.v7.1	0.11486	NA	NA
Manes.17G108400.2.v7.1	0.3751	4	-9.66382298053852
Manes.17G108500.1.v7.1	0.06899	0.333333333333333	-3.83161810890467
Manes.17G108550.1.v7.1	0.26536	0	1
Manes.17G108700.1.v7.1	0.22487	1.11111111111111	-3.94112647801445
Manes.17G108800.1.v7.1	0.21088	1.375	-5.52029590288316
Manes.17G108900.1.v7.1	0.19955	1.33333333333333	-5.68170049277539
Manes.17G109100.1.v7.1	0.08129	1	-11.3016361176036
Manes.17G109300.3.v7.1	0.26263	0.5	-0.903819061036439
Manes.17G109400.1.v7.1	0.10016	1.66666666666667	-15.6400425985091
Manes.17G109500.2.v7.1	0.49239	1	-1.03091045715794
Manes.17G109600.1.v7.1	0.17579	0.75	-3.26645429205302
Manes.17G109700.1.v7.1	0.25051	0.75	-1.99389245938286
Manes.17G109900.3.v7.1	0.65437	1.33333333333333	-1.03758322253974
Manes.17G110000.4.v7.1	0.07631	0.333333333333333	-3.36814746865854
Manes.17G110100.1.v7.1	0.01669	0.142857142857143	-7.55944534794146
Manes.17G110300.1.v7.1	0.16887	1	-4.92171492864334
Manes.17G110400.1.v7.1	0.21699	0.7	-2.22595511313885
Manes.17G110500.2.v7.1	0.2628	0.333333333333333	-0.268391679350582
Manes.17G110600.2.v7.1	0.30717	1	-2.25552625581925
Manes.17G110800.1.v7.1	0.0339	0.5	-13.7492625368732
Manes.17G110900.1.v7.1	0.5334	0.5	0.0626171728533933
Manes.17G111000.4.v7.1	0.41538	0.555555555555556	-0.337463420375454
Manes.17G111100.1.v7.1	0.52994	NA	NA
Manes.17G111200.2.v7.1	0.14117	0.75	-4.31274350074378
Manes.17G111300.1.v7.1	0.1206	NA	NA
Manes.17G111400.2.v7.1	0.16189	2.5	-14.4425844709371
Manes.17G111700.2.v7.1	0.491	2.06666666666667	-3.20909708078752
Manes.17G111900.2.v7.1	0.41034	1.1	-1.68070380659941
Manes.17G112100.5.v7.1	0.28146	0.947368421052632	-2.3659078414433
Manes.17G112200.1.v7.1	0.24183	0.75	-2.10135218955465
Manes.17G112300.1.v7.1	0.07129	0	1
Manes.17G112500.1.v7.1	0.17289	1.2	-5.94082942911678
Manes.17G112600.1.v7.1	0.34211	0.916666666666667	-1.67945007940916
Manes.17G112700.11.v7.1	0.37528	3	-6.99403112342784
Manes.17G112800.1.v7.1	0.18977	0	1
Manes.17G112900.1.v7.1	0.04287	0.222222222222222	-4.18363009615633
Manes.17G113000.1.v7.1	0.31047	1.20689655172414	-2.88732100275112
Manes.17G113400.1.v7.1	0.36012	0.888888888888889	-1.46831303145865
Manes.17G113600.1.v7.1	0.14386	1	-5.95120255804254
Manes.17G113700.2.v7.1	0.09346	1	-9.69976460517869
Manes.17G113800.1.v7.1	0.38892	2	-4.14244574719737
Manes.17G113900.1.v7.1	2	2	0
Manes.17G114000.1.v7.1	0.241	1.2	-3.9792531120332
Manes.17G114100.1.v7.1	0.0571	0.0833333333333333	-0.459427904261529
Manes.17G114200.1.v7.1	0.07028	0.222222222222222	-2.16195535319041
Manes.17G114300.1.v7.1	0.13926	2	-13.3616257360333
Manes.17G114400.1.v7.1	0.26004	1.125	-3.32625749884633
Manes.17G114500.1.v7.1	0.26709	NA	NA
Manes.17G114600.3.v7.1	0.22502	1.4	-5.22166918496134
Manes.17G114900.1.v7.1	0.23532	0.857142857142857	-2.64245647264515
Manes.17G115000.5.v7.1	0.18411	0.333333333333333	-0.810511831694818
Manes.17G115100.1.v7.1	0.1381	1	-6.24112961622013
Manes.17G115200.4.v7.1	0.44367	2	-3.50785493722812
Manes.17G115300.1.v7.1	0.34821	2.625	-6.53855432066856
Manes.17G115400.2.v7.1	0.09576	1.5	-14.6641604010025
Manes.17G115500.1.v7.1	0.12409	1	-7.05866709646224
Manes.17G115600.7.v7.1	0.25801	0.666666666666667	-1.58387917780965
Manes.17G115900.1.v7.1	0.28415	1.4	-3.92697518916065
Manes.17G116000.3.v7.1	0.10944	0	1
Manes.17G116100.1.v7.1	0.31327	0.666666666666667	-1.12808972026261
Manes.17G116200.2.v7.1	0.31621	0.75	-1.37184149773884
Manes.17G116300.1.v7.1	0.22913	1.22222222222222	-4.33418680322184
Manes.17G116400.1.v7.1	0.28221	1	-2.54346054356685
Manes.17G116600.1.v7.1	0.39028	1.85714285714286	-3.75848841125054
Manes.17G116700.1.v7.1	0.18091	0.142857142857143	0.210341369425996
Manes.17G116800.5.v7.1	0.09995	1.4	-13.0070035017509
Manes.17G117000.1.v7.1	0.09697	0.833333333333333	-7.59372314461517
Manes.17G117200.10.v7.1	0.92704	1.54545454545455	-0.667085072331884
Manes.17G117300.4.v7.1	0.86367	4	-3.63139856658214
Manes.17G117400.2.v7.1	0.21427	0	1
Manes.17G117500.2.v7.1	2	3.25	-0.625
Manes.17G117900.1.v7.1	0.23657	1.5	-5.34061799890096
Manes.17G118000.1.v7.1	0.3845	1.18181818181818	-2.07364936753753
Manes.17G118200.1.v7.1	0.33906	2.11111111111111	-5.22636439306055
Manes.17G118300.3.v7.1	0.24776	0.5	-1.01808201485308
Manes.17G118357.1.v7.1	0.16188	1.2	-6.41289844329133
Manes.17G118414.1.v7.1	0.6784	4.33333333333333	-5.3875786163522
Manes.17G118585.1.v7.1	2	0.5	0.75
Manes.17G118750.1.v7.1	0.26208	2	-6.63125763125763
Manes.17G119301.1.v7.1	0.24434	0.25	-0.0231644429892772
Manes.17G119400.2.v7.1	0.30415	0.333333333333333	-0.0959504630390695
Manes.17G119457.2.v7.1	0.23829	3	-11.5897016240715
Manes.17G119500.1.v7.1	0.21571	2	-8.27170738491493
Manes.17G119600.1.v7.1	0.31253	3.66666666666667	-10.7322070414574
Manes.17G119628.1.v7.1	0.1931	2.66666666666667	-12.8097704125669
Manes.17G119742.1.v7.1	0.13328	1.625	-11.1923769507803
Manes.17G119900.19.v7.1	0.48154	1.875	-2.89375752793122
Manes.17G120300.3.v7.1	0.262	2	-6.63358778625954
Manes.17G120500.2.v7.1	0.19107	1	-4.23368399016067
Manes.17G120600.1.v7.1	0.0925	1.25	-12.5135135135135
Manes.17G120700.1.v7.1	0.05673	1	-16.6273576590869
Manes.17G121000.1.v7.1	0.13823	3.2	-22.1498227591695
Manes.17G121200.2.v7.1	0.29446	1.33333333333333	-3.52806266838732
Manes.17G121360.1.v7.1	0.31236	0	1
Manes.17G121440.1.v7.1	0.57388	1.5	-1.61378685439465
Manes.17G121600.11.v7.1	0.12009	0.571428571428571	-3.75833600989733
Manes.17G122100.1.v7.1	0.04941	0.428571428571429	-7.67377916558245
Manes.17G122200.1.v7.1	0.58836	1	-0.699639676388606
Manes.17G122300.3.v7.1	0.23427	1	-3.26857899005421
Manes.17G122400.1.v7.1	0.60105	0.5	0.16812245237501
Manes.17G122500.1.v7.1	0.13207	1	-6.57174225789354
Manes.17G122600.1.v7.1	0.17122	0.8	-3.67235136082233
Manes.17G122700.1.v7.1	0.27306	1.25	-3.5777484801875
Manes.17G122800.1.v7.1	0.4077	1	-1.45278390973755
Manes.17G123000.2.v7.1	0.32915	2	-5.07625702567219
Manes.17G123100.2.v7.1	0.33605	0.5	-0.48787382829936
Manes.17G123200.1.v7.1	0.21043	0.2	0.0495651760680511
Manes.17G123300.2.v7.1	0.14746	0.833333333333333	-4.6512500565125
Manes.17G123400.2.v7.1	0.30425	1.75	-4.7518488085456
Manes.17G123600.3.v7.1	0.07013	1	-13.2592328532725
Manes.17G123700.2.v7.1	0.07976	3	-36.6128385155466
Manes.17G123800.1.v7.1	0.3717	1.14285714285714	-2.07467619816287
Manes.17G123900.3.v7.1	0.19682	0.222222222222222	-0.129063216249477
Manes.17G124100.3.v7.1	0.10382	0.5	-3.81602774031978
Manes.17G124300.1.v7.1	0.08217	0.666666666666667	-7.11326112530932
Manes.17G124400.4.v7.1	0.08621	0	1
Manes.17G124500.1.v7.1	0.07115	0.4	-4.621925509487
Manes.18G000050.1.v7.1	2	NA	NA
Manes.18G000101.2.v7.1	0.52719	Inf	-Inf
Manes.18G000151.1.v7.1	0.55647	NA	NA
Manes.18G000200.2.v7.1	0.21018	0	1
Manes.18G000350.2.v7.1	0.24219	2	-7.25797927247203
Manes.18G000500.6.v7.1	0.15562	1.5	-8.63886389924174
Manes.18G000600.2.v7.1	0.77375	0	1
Manes.18G000900.4.v7.1	0.04574	1.1875	-24.9619588981198
Manes.18G001000.5.v7.1	2	13	-5.5
Manes.18G001100.2.v7.1	0.09161	NA	NA
Manes.18G001107.1.v7.1	0.155	NA	NA
Manes.18G001114.1.v7.1	0.28368	NA	NA
Manes.18G001142.1.v7.1	0.10989	NA	NA
Manes.18G001149.2.v7.1	0.29346	NA	NA
Manes.18G001156.1.v7.1	0.21648	NA	NA
Manes.18G001184.2.v7.1	0.08055	0.5	-5.20732464307883
Manes.18G001200.1.v7.1	0.07853	0.5	-5.36699350566662
Manes.18G001300.4.v7.1	0.1915	0	1
Manes.18G001400.5.v7.1	0.21226	1.25	-4.88900405163479
Manes.18G001700.1.v7.1	0.38069	0.75	-0.970106911135044
Manes.18G001800.2.v7.1	0.21594	NA	NA
Manes.18G001900.1.v7.1	0.22198	0.333333333333333	-0.501636784094662
Manes.18G002100.1.v7.1	0.16725	1	-4.97907324364723
Manes.18G002300.3.v7.1	0.21616	NA	NA
Manes.18G002400.1.v7.1	0.27551	1.66666666666667	-5.04938719707695
Manes.18G002500.4.v7.1	0.41425	0.8	-0.931200965600483
Manes.18G002700.4.v7.1	0.09584	0.3	-2.13021702838063
Manes.18G002900.1.v7.1	0.06785	1	-13.7383935151069
Manes.18G003000.1.v7.1	0.20917	1	-3.78080030597122
Manes.18G003100.1.v7.1	0.45722	0	1
Manes.18G003200.2.v7.1	0.13379	0	1
