Transcript	Total_SNPs	NonSyn_MAF0.01	NonSyn_MAF0.05	Del_MAF0.01	Del_MAF0.05	Nonsyn_Maf1_resid	Nonsyn_Maf5_resid	Del_Maf1_resid	Del_Maf5_resid
Manes.16G083900.1.v7.1	2	2	0	0	0	0.774801760398779	0.283437773260762	-0.198172859056862	-0.131264769542984
Manes.16G083907.1.v7.1	4	2	2	0	0	0.528686001373006	0.547998592122253	-0.222434025160055	-0.150912279916243
Manes.16G083914.1.v7.1	10	4	0	1	0	0.166198297790745	-0.190704226365324	0.215159237789554	-0.209854597964164
Manes.16G083921.1.v7.1	1	1	0	1	0	0.709934174630106	0.342706286302821	0.324338281365554	-0.121440995726888
Manes.16G083935.1.v7.1	3	3	1	0	0	0.8396696282138	0.415717874989169	-0.210303447812329	-0.141088530545913
Manes.16G083949.3.v7.1	4	1	1	1	1	0.340763742158314	0.356449254462314	0.287944946169603	0.739928179695486
Manes.16G083956.1.v7.1	5	0	0	0	0	0.0297887137407444	0.10563355864904	-0.234564592629364	-0.160736018834529
Manes.16G083970.1.v7.1	8	2	1	0	0	0.0364667097936103	0.119377116679954	-0.270956251059864	-0.190207184682557
Manes.16G083984.1.v7.1	8	3	0	0	0	0.224386467036836	-0.0721693140271222	-0.270956251059864	-0.190207184682557
Manes.16G084000.1.v7.1	12	3	3	0	0	-0.26782807748451	0.265399390209469	-0.319478416779954	-0.22950199777024
Manes.16G084100.1.v7.1	19	8	6	0	0	-0.189605408564091	0.425165125920204	-0.404392356366825	-0.298267927319099
Manes.16G084300.1.v7.1	40	16	3	2	0	-1.27041003674119	-1.39413603293406	0.36161399931244	-0.504569468752706
Manes.16G084600.1.v7.1	7	1	0	0	0	-0.0283991823156728	-0.0129017877293834	-0.25882570404997	-0.180383470037152
Manes.16G084800.2.v7.1	6	1	1	0	0	0.0946546757044232	0.237912778120342	-0.246695151749568	-0.17055974848132
Manes.16G084900.1.v7.1	11	5	0	0	0	0.231064071390199	-0.249971673815513	-0.307347875639309	-0.219678298961391
Manes.16G085100.14.v7.1	41	24	10	3	1	0.10992492472044	-0.112533319141425	0.859868978489316	0.376435156589264
Manes.16G085200.1.v7.1	2	2	1	0	0	0.774801760398779	0.474986791364112	-0.198172859056862	-0.131264769542984
Manes.16G085300.2.v7.1	39	22	3	0	0	-0.0198061682236396	-1.33486187770827	-0.647008927990742	-0.494745351933781
Manes.16G085400.1.v7.1	20	10	4	1	0	0.0631785795825023	-0.0171939828299233	0.0938517993059603	-0.308091651118638
Manes.16G085500.1.v7.1	25	16	2	2	0	0.575427224644516	-0.696625830999192	0.543574532887555	-0.357210420266539
Manes.16G085600.2.v7.1	41	24	6	0	0	0.10992492472044	-0.878728159639082	-0.671271343521447	-0.514393617618674
Manes.16G085700.1.v7.1	21	16	6	0	0	1.06765900677124	0.306629661804621	-0.428653576570107	-0.317915383354204
Manes.16G085800.1.v7.1	7	3	0	0	0	0.34744099950513	-0.0129017877293834	-0.25882570404997	-0.180383470037152
Manes.16G085900.1.v7.1	8	4	2	1	0	0.412307147246304	0.310924057554923	0.239421012338049	-0.190207184682557
Manes.16G086000.3.v7.1	51	15	5	2	1	-2.81232226839436	-1.66303243233392	0.228177908014939	0.278198441927166
Manes.16G086100.2.v7.1	53	13	6	1	0	-3.43462984496544	-1.59001244788471	-0.306462063233008	-0.632286333461373
Manes.16G086200.1.v7.1	7	1	0	0	0	-0.0283991823156728	-0.0129017877293834	-0.25882570404997	-0.180383470037152
Manes.16G086400.1.v7.1	55	47	0	0	0	2.70972253120541	-2.85820995401956	-0.841114168705586	-0.651935727889948
Manes.16G086600.1.v7.1	18	3	0	0	0	-1.00616448666994	-0.664846509007764	-0.392261766620797	-0.2884442107751
Manes.16G086700.1.v7.1	10	4	2	0	0	0.166198297790745	0.192388278947813	-0.295217335325258	-0.209854597964164
Manes.16G086900.1.v7.1	5	2	0	0	0	0.405629995858693	0.10563355864904	-0.234564592629364	-0.160736018834529
Manes.16G087000.2.v7.1	33	14	6	1	1	-0.784844110931875	-0.404577459271856	-0.0638462023115192	0.455025129179294
Manes.16G087100.3.v7.1	28	16	6	1	0	0.206265418825069	-0.108240726758096	-0.00319316445115604	-0.386681844373305
Manes.16G087200.1.v7.1	24	9	3	0	0	-0.616955242497686	-0.445809027425294	-0.465045531592115	-0.347386642481957
Manes.16G087300.1.v7.1	20	10	7	0	0	0.0631785795825023	0.557444868084247	-0.416522959173507	-0.308091651118638
Manes.16G087600.1.v7.1	24	6	2	1	1	-1.18073709217502	-0.637357309564189	0.0453292648511116	0.543440299529457
Manes.16G087700.2.v7.1	22	9	4	0	0	-0.370846304804396	-0.135728253498415	-0.440784210085892	-0.327739125206285
Manes.16G087800.1.v7.1	27	16	6	0	0	0.329318669218639	-0.0489736385496213	-0.501437672977384	-0.376858020031703
Manes.16G088000.1.v7.1	8	4	1	0	0	0.412307147246304	0.119377116679954	-0.270956251059864	-0.190207184682557
Manes.16G088100.3.v7.1	27	16	7	1	1	0.329318669218639	0.142571329028026	0.00893743836879436	0.513968355769389
Manes.16G088201.1.v7.1	6	1	0	0	0	0.0946546757044232	0.0463658262608725	-0.246695151749568	-0.17055974848132
Manes.16G088300.1.v7.1	18	9	2	0	0	0.121366123182568	-0.281750642760939	-0.392261766620797	-0.2884442107751
Manes.16G088400.1.v7.1	9	5	4	0	0	0.4771734144709	0.634753224830361	-0.283086794308534	-0.200030893598056
Manes.16G088500.4.v7.1	55	28	7	9	2	-0.861164268720827	-1.51699342416211	3.75333479133616	1.12976530656971
Manes.16G088600.1.v7.1	57	30	13	4	1	-0.73142856148651	-0.486180660701953	1.17618595395527	0.219256360395777
Manes.16G088700.1.v7.1	28	7	3	1	0	-1.48506102381661	-0.682881585904436	-0.00319316445115604	-0.386681844373305
Manes.16G088800.1.v7.1	12	3	2	0	0	-0.26782807748451	0.0738531652539111	-0.319478416779954	-0.22950199777024
Manes.16G088900.4.v7.1	60	31	11	3	1	-0.912681378408367	-1.04710326392168	0.629388861994659	0.18978520386445
Manes.16G089000.1.v7.1	57	35	12	3	0	0.208183239650433	-0.677732154814615	0.665780044318232	-0.671585321355139
Manes.16G089100.1.v7.1	43	21	6	3	0	-0.699944304591336	-0.997269664051378	0.835607498303433	-0.534042016214433
Manes.16G089200.1.v7.1	30	14	9	1	0	-0.415677735121777	0.347860688160147	-0.027454370255394	-0.406329547877147
Manes.16G089400.1.v7.1	41	23	5	1	1	-0.0779937011393898	-1.0702842117805	-0.160891516361235	0.376435156589264
Manes.16G089500.2.v7.1	26	8	3	1	0	-1.0509966108699	-0.564344827211397	0.0210680431729804	-0.367034212389618
Manes.16G089600.3.v7.1	34	13	7	3	1	-1.09583135291275	-0.272298737428315	0.944785346148636	0.44520132998407
Manes.16G089800.5.v7.1	84	40	9	1	0	-2.17497320610661	-2.85317089360749	-0.682550946659301	-0.936879092391267
Manes.16G089900.3.v7.1	22	11	6	0	0	0.00499114368324582	0.247362199758825	-0.440784210085892	-0.327739125206285
Manes.16G090000.1.v7.1	31	22	6	0	0	0.964633081175912	-0.286042385153659	-0.549960889423842	-0.416153429400449
Manes.16G090100.8.v7.1	19	9	4	1	0	-0.00168687897972365	0.0420731818950142	0.105982460819343	-0.298267927319099
Manes.16G090200.1.v7.1	17	5	0	0	0	-0.507257551415806	-0.605578170859879	-0.380131188406164	-0.278620500306156
Manes.16G090300.2.v7.1	19	11	6	0	0	0.374150932326208	0.425165125920204	-0.404392356366825	-0.298267927319099
Manes.16G090400.2.v7.1	38	13	3	1	0	-1.58809633463027	-1.27558836147371	-0.124499419955715	-0.484921265981246
Manes.16G090500.1.v7.1	9	3	0	2	0	0.101332523543786	-0.131436783337462	0.737673911150265	-0.200030893598056
Manes.16G090600.5.v7.1	24	5	1	1	1	-1.36867305877171	-0.828908315544461	0.0453292648511116	0.543440299529457
Manes.16G091000.1.v7.1	15	10	3	2	1	0.678450424337846	0.0875967914521477	0.664885276966683	0.631857835182872
Manes.16G091200.1.v7.1	44	17	0	1	0	-1.57474255355107	-2.20600091132697	-0.197283787598443	-0.543866268305614
Manes.16G091300.1.v7.1	14	7	3	0	0	0.237741726688426	0.146864185403773	-0.343739507658068	-0.249149393544796
Manes.16G091400.2.v7.1	22	12	4	3	1	0.19290951224628	-0.135728253498415	1.09036177846001	0.563088406074463
Manes.16G091500.1.v7.1	74	26	11	2	0	-3.57599927848129	-1.87699956534098	-0.0508301290377868	-0.838616237165909
Manes.16G091600.1.v7.1	14	7	1	0	0	0.237741726688426	-0.236227434692725	-0.343739507658068	-0.249149393544796
Manes.16G091800.2.v7.1	27	15	8	1	1	0.141399945206155	0.334116905886796	0.00893743836879436	0.513968355769389
Manes.16G091900.1.v7.1	4	2	0	0	0	0.528686001373006	0.164901440140868	-0.222434025160055	-0.150912279916243
Manes.16G092100.6.v7.1	26	12	2	0	0	-0.299302192533952	-0.755894646785748	-0.48930693592644	-0.367034212389618
Manes.16G092200.1.v7.1	7	4	1	0	0	0.535362847627506	0.178644860890705	-0.25882570404997	-0.180383470037152
Manes.16G092300.4.v7.1	3	1	0	0	0	0.463819411485255	0.224169501442542	-0.210303447812329	-0.141088530545913
Manes.16G092400.6.v7.1	5	4	1	0	0	0.78147795199499	0.297180899075233	-0.234564592629364	-0.160736018834529
Manes.16G092600.1.v7.1	6	5	4	0	0	0.846345768403621	0.812563008693534	-0.246695151749568	-0.17055974848132
Manes.16G092800.4.v7.1	82	53	16	2	0	0.514416768489304	-1.39333769814612	-0.147880739018735	-0.917225886995497
Manes.16G093000.1.v7.1	16	9	5	0	0	0.36747330044611	0.411421768291983	-0.368000620193668	-0.268796794731781
Manes.16G093200.1.v7.1	17	7	2	2	1	-0.131417974840507	-0.222483322009163	0.640622796158732	0.612209245440762
Manes.16G093500.1.v7.1	17	6	3	0	0	-0.31933710636968	-0.0309377330737419	-0.380131188406164	-0.278620500306156
Manes.16G093600.1.v7.1	24	9	3	0	0	-0.616955242497686	-0.445809027425294	-0.465045531592115	-0.347386642481957
Manes.16G093700.1.v7.1	22	17	10	0	0	1.13252871719391	1.01356234067716	-0.440784210085892	-0.327739125206285
Manes.16G093800.10.v7.1	24	11	6	2	1	-0.241114653291737	0.128827662165105	0.555705436609362	0.543440299529457
Manes.16G093900.2.v7.1	37	21	10	2	1	0.03838126704674	0.124535479871248	0.39800577197565	0.415730032050592
Manes.16G094000.3.v7.1	21	14	5	0	0	0.691805252236654	0.115084026131968	-0.428653576570107	-0.317915383354204
Manes.16G094100.1.v7.1	13	9	4	1	1	0.736640455342356	0.397678516106755	0.178766782013335	0.651506584233936
Manes.16G094600.1.v7.1	12	6	1	1	0	0.295929883197801	-0.117692744086024	0.190897575171753	-0.22950199777024
Manes.16G094800.1.v7.1	17	6	2	0	0	-0.31933710636968	-0.222483322009163	-0.380131188406164	-0.278620500306156
Manes.16G094900.1.v7.1	32	9	4	0	0	-1.60145217068898	-0.728406414417731	-0.56209176824285	-0.425977332345392
Manes.16G095000.1.v7.1	25	6	4	0	0	-1.30380072295049	-0.313529973112224	-0.477176222641118	-0.357210420266539
Manes.16G095100.1.v7.1	17	9	4	1	1	0.244419439512032	0.160607723648279	0.130243828030779	0.612209245440762
Manes.16G095200.1.v7.1	16	3	2	0	0	-0.760047946511075	-0.163216049963103	-0.368000620193668	-0.268796794731781
Manes.16G095300.1.v7.1	13	5	0	0	0	-0.015042974947579	-0.368506704801983	-0.331608960276454	-0.23932569557121
Manes.16G095600.1.v7.1	7	1	1	0	0	-0.0283991823156728	0.178644860890705	-0.25882570404997	-0.180383470037152
Manes.16G095700.2.v7.1	22	15	5	1	1	0.756672470720109	0.0558168538630211	0.069590512817371	0.563088406074463
Manes.16G095800.1.v7.1	40	25	5	0	0	0.420897806367158	-1.01101280996402	-0.6591401131674	-0.504569468752706
Manes.16G096100.9.v7.1	2	0	0	0	0	0.398952944645078	0.283437773260762	-0.198172859056862	-0.131264769542984
Manes.16G096200.1.v7.1	11	6	1	0	0	0.418984405387085	-0.0584253848957637	-0.307347875639309	-0.219678298961391
Manes.16G096300.1.v7.1	25	7	1	1	0	-1.11586654906376	-0.888177816341787	0.0331986514906645	-0.357210420266539
Manes.16G096400.3.v7.1	15	9	2	1	0	0.49052793642751	-0.103948795918277	0.154505264350549	-0.258973092871491
Manes.16G096500.2.v7.1	35	5	1	0	0	-2.72259621738972	-1.48089877484349	-0.598484608467638	-0.455449181515655
Manes.16G096600.1.v7.1	32	25	6	2	0	1.40537123718521	-0.345309838224001	0.458659026216212	-0.425977332345392
Manes.16G096900.1.v7.1	18	8	1	0	0	-0.0665523841689684	-0.473297564541451	-0.392261766620797	-0.2884442107751
Manes.16G097000.1.v7.1	17	9	7	0	0	0.244419439512032	0.735251486394897	-0.380131188406164	-0.278620500306156
Manes.16G097100.4.v7.1	7	3	1	0	0	0.34744099950513	0.178644860890705	-0.25882570404997	-0.180383470037152
Manes.16G097200.1.v7.1	8	2	2	0	0	0.0364667097936103	0.310924057554923	-0.270956251059864	-0.190207184682557
Manes.16G097300.1.v7.1	6	4	0	0	0	0.658419705720285	0.0463658262608725	-0.246695151749568	-0.17055974848132
Manes.16G097400.1.v7.1	34	17	6	0	0	-0.344133914794906	-0.463845279002782	-0.586353626235343	-0.445625207222427
Manes.16G097500.1.v7.1	14	7	3	0	0	0.237741726688426	0.146864185403773	-0.343739507658068	-0.249149393544796
Manes.16G097600.1.v7.1	8	1	0	0	0	-0.151452897452093	-0.0721693140271222	-0.270956251059864	-0.190207184682557
Manes.16G097650.2.v7.1	4	1	1	0	0	0.340763742158314	0.356449254462314	-0.222434025160055	-0.150912279916243
Manes.16G097800.3.v7.1	14	3	1	0	0	-0.513936424668424	-0.236227434692725	-0.343739507658068	-0.249149393544796
Manes.16G097900.8.v7.1	18	10	3	0	0	0.309285129740891	-0.0902049250572431	-0.392261766620797	-0.2884442107751
Manes.16G098000.2.v7.1	15	8	1	1	0	0.302607466212184	-0.295494827518395	0.154505264350549	-0.258973092871491
Manes.16G098100.2.v7.1	11	5	2	0	0	0.231064071390199	0.13312065433957	-0.307347875639309	-0.219678298961391
Manes.16G098200.1.v7.1	26	11	0	0	0	-0.487222017955856	-1.13900479608166	-0.48930693592644	-0.367034212389618
Manes.16G098300.1.v7.1	89	52	15	5	3	-0.534937726189728	-1.99991495912111	1.2984588219735	1.68674249772172
Manes.16G098400.1.v7.1	12	5	2	0	0	0.108010376349168	0.0738531652539111	-0.319478416779954	-0.22950199777024
Manes.16G098500.1.v7.1	52	26	6	6	3	-0.867840315360561	-1.53073501796623	2.25778118884231	2.0502045265952
Manes.16G098600.2.v7.1	23	6	1	0	0	-1.0576755448703	-0.769639163726429	-0.452914861250135	-0.337562877855372
Manes.16G098700.1.v7.1	11	3	1	1	0	-0.144774518279636	-0.0584253848957637	0.203028393254027	-0.219678298961391
Manes.16G098900.1.v7.1	24	12	3	0	0	-0.0531962328153591	-0.445809027425294	-0.465045531592115	-0.347386642481957
Manes.16G099000.5.v7.1	11	5	4	2	1	0.231064071390199	0.516215258106003	0.713410822225289	0.671155502040118
Manes.16G099100.1.v7.1	22	3	1	0	0	-1.49841999754985	-0.710370330178835	-0.440784210085892	-0.327739125206285
Manes.16G099200.1.v7.1	20	7	3	0	0	-0.500578863601734	-0.208739321987416	-0.416522959173507	-0.308091651118638
Manes.16G099400.3.v7.1	51	34	13	2	1	0.758593551833619	-0.130570182023368	0.228177908014939	0.278198441927166
Manes.16G099500.1.v7.1	17	9	5	0	0	0.244419439512032	0.352153866733913	-0.380131188406164	-0.278620500306156
Manes.16G099600.1.v7.1	24	7	6	1	0	-0.992805982725535	0.128827662165105	0.0453292648511116	-0.347386642481957
Manes.16G099700.1.v7.1	13	8	4	1	1	0.5487169851757	0.397678516106755	0.178766782013335	0.651506584233936
Manes.16G099800.1.v7.1	5	4	4	0	0	0.78147795199499	0.871833815167786	-0.234564592629364	-0.160736018834529
Manes.16G099900.3.v7.1	21	1	0	0	0	-1.75124304819719	-0.842653146678005	-0.428653576570107	-0.317915383354204
Manes.16G100000.2.v7.1	21	9	6	0	0	-0.247792862539207	0.306629661804621	-0.428653576570107	-0.317915383354204
Manes.16G100100.1.v7.1	8	6	1	1	0	0.788154368549666	0.119377116679954	0.239421012338049	-0.190207184682557
Manes.16G100200.1.v7.1	12	1	1	0	0	-0.643670937940668	-0.117692744086024	-0.319478416779954	-0.22950199777024
Manes.16G100400.1.v7.1	23	12	6	0	0	0.0698565513311798	0.188094876780601	-0.452914861250135	-0.337562877855372
Manes.16G100600.2.v7.1	11	6	3	1	0	0.418984405387085	0.324667262474702	0.203028393254027	-0.219678298961391
Manes.16G100700.2.v7.1	37	21	10	0	0	0.03838126704674	0.124535479871248	-0.622746687051475	-0.47509720971446
Manes.16G100800.2.v7.1	11	6	0	1	0	0.418984405387085	-0.249971673815513	0.203028393254027	-0.219678298961391
Manes.16G100900.1.v7.1	19	12	5	0	0	0.56207175996897	0.233618654717877	-0.404392356366825	-0.298267927319099
Manes.16G101000.3.v7.1	34	21	9	0	0	0.407540874598233	0.110791673260865	-0.586353626235343	-0.445625207222427
Manes.16G101100.1.v7.1	20	13	3	0	0	0.62693836160585	-0.208739321987416	-0.416522959173507	-0.308091651118638
Manes.16G101200.2.v7.1	38	23	12	3	3	0.2911655927822	0.448360469448612	0.89626146609572	2.18775634473639
Manes.16G101300.3.v7.1	33	17	9	1	1	-0.221080520603845	0.170058810346463	-0.0638462023115192	0.455025129179294
Manes.16G101400.1.v7.1	7	3	2	1	1	0.34744099950513	0.370192272966469	0.251551945409902	0.710453881704205
Manes.16G101500.1.v7.1	17	9	3	0	0	0.244419439512032	-0.0309377330737419	-0.380131188406164	-0.278620500306156
Manes.16G101700.6.v7.1	68	41	18	2	0	-0.0178918383643592	-0.180389783298152	0.0219559956754897	-0.779662065426059
Manes.16G101800.1.v7.1	5	2	1	0	0	0.405629995858693	0.297180899075233	-0.234564592629364	-0.160736018834529
Manes.16G101900.2.v7.1	13	2	0	0	0	-0.578803491957488	-0.368506704801983	-0.331608960276454	-0.23932569557121
Manes.16G102000.2.v7.1	22	9	2	1	1	-0.370846304804396	-0.51882102691972	0.069590512817371	0.563088406074463
Manes.16G102100.1.v7.1	16	7	0	1	0	-0.00836491632947891	-0.54631005207136	0.142374536787459	-0.268796794731781
Manes.16G102300.1.v7.1	44	20	3	3	0	-1.01093018661169	-1.63123965821243	0.823476807088048	-0.543866268305614
Manes.16G102400.1.v7.1	34	9	3	3	1	-1.84760091780388	-1.03850007206651	0.944785346148636	0.44520132998407
Manes.16G102600.1.v7.1	15	8	4	0	0	0.302607466212184	0.279142753171173	-0.355870060454055	-0.258973092871491
Manes.16G102700.1.v7.1	14	3	2	0	0	-0.513936424668424	-0.0446815291702151	-0.343739507658068	-0.249149393544796
Manes.16G102800.1.v7.1	27	11	5	1	1	-0.61027686427019	-0.240518815416697	0.00893743836879436	0.513968355769389
Manes.16G102900.1.v7.1	12	7	2	0	0	0.483850607288282	0.0738531652539111	-0.319478416779954	-0.22950199777024
Manes.16G103000.1.v7.1	16	5	1	1	0	-0.384203270733154	-0.354762292965154	0.142374536787459	-0.268796794731781
Manes.16G103100.1.v7.1	41	25	15	3	3	0.297844002727278	0.845205550097561	0.859868978489316	2.15827945814962
Manes.16G103200.4.v7.1	10	1	0	0	0	-0.397560820826341	-0.190704226365324	-0.295217335325258	-0.209854597964164
Manes.16G103300.1.v7.1	14	9	6	0	0	0.613583577906357	0.721508369320833	-0.343739507658068	-0.249149393544796
Manes.16G103400.3.v7.1	42	26	15	2	2	0.36271012619442	0.785936388177883	0.337352866999717	1.25747461546451
Manes.16G103500.1.v7.1	33	27	14	2	0	1.65818957612204	1.12781137658353	0.446528338251304	-0.43580125789253
Manes.16G103600.1.v7.1	12	6	4	0	0	0.295929883197801	0.456946749369856	-0.319478416779954	-0.22950199777024
Manes.16G103700.1.v7.1	22	14	8	0	0	0.568749402781349	0.630456881485658	-0.440784210085892	-0.327739125206285
Manes.16G103800.2.v7.1	9	7	4	1	1	0.853022156542385	0.634753224830361	0.22729011030775	0.690804598047921
Manes.16G104000.1.v7.1	20	11	5	1	1	0.251097216441639	0.174351282848697	0.0938517993059603	0.582736638869163
Manes.16G104100.1.v7.1	17	8	3	1	0	0.0565006161357556	-0.0309377330737419	0.130243828030779	-0.278620500306156
Manes.16G104200.1.v7.1	36	16	8	4	2	-0.778166346241263	-0.199287789157738	1.43093818340855	1.3164200843557
Manes.16G104400.1.v7.1	15	6	4	0	0	-0.0732305130684231	0.279142753171173	-0.355870060454055	-0.258973092871491
Manes.16G104600.1.v7.1	5	1	0	0	0	0.217708907047898	0.10563355864904	-0.234564592629364	-0.160736018834529
Manes.16G104700.3.v7.1	70	47	25	0	0	0.86355092139218	1.04194975112443	-1.02310355225691	-0.799313182946495
Manes.16G104800.1.v7.1	17	12	7	3	3	0.808185033737263	0.735251486394897	1.1510212018349	2.39412088689117
Manes.16G104900.1.v7.1	34	22	10	2	1	0.595461830349898	0.302337179525352	0.434397670374076	0.44520132998407
Manes.16G105000.1.v7.1	5	2	1	0	0	0.405629995858693	0.297180899075233	-0.234564592629364	-0.160736018834529
Manes.16G105100.1.v7.1	18	10	5	0	0	0.309285129740891	0.292886172444492	-0.392261766620797	-0.2884442107751
Manes.16G105200.1.v7.1	19	13	7	0	0	0.749994899594548	0.616713414101957	-0.404392356366825	-0.298267927319099
Manes.16G105300.3.v7.1	29	8	2	0	0	-1.42018767577409	-0.933703167340554	-0.525699224493408	-0.396505686594944
Manes.16G105400.5.v7.1	8	5	4	0	0	0.60022952340972	0.694022744237145	-0.270956251059864	-0.190207184682557
Manes.16G105700.1.v7.1	4	0	0	0	0	0.152842884619561	0.164901440140868	-0.222434025160055	-0.150912279916243
Manes.16G105800.2.v7.1	9	1	1	0	0	-0.274506700142833	0.0601095147822157	-0.283086794308534	-0.200030893598056
Manes.16G105900.1.v7.1	11	2	0	0	0	-0.332694319877477	-0.249971673815513	-0.307347875639309	-0.219678298961391
Manes.16G106000.1.v7.1	18	14	5	0	0	1.06098160777191	0.292886172444492	-0.392261766620797	-0.2884442107751
Manes.16G106100.1.v7.1	63	40	24	1	1	0.409464219813399	1.26528644682471	-0.427774895834005	0.160313927655787
Manes.16G106200.1.v7.1	13	2	1	1	1	-0.578803491957488	-0.176960083783471	0.178766782013335	0.651506584233936
Manes.16G106250.1.v7.1	7	3	2	0	0	0.34744099950513	0.370192272966469	-0.25882570404997	-0.180383470037152
Manes.16G106275.1.v7.1	10	2	2	0	0	-0.209640509966535	0.192388278947813	-0.295217335325258	-0.209854597964164
Manes.16G106300.1.v7.1	54	19	9	6	2	-2.42965763107601	-1.0745863238906	2.23351655992732	1.13958885669897
Manes.16G106400.2.v7.1	23	9	3	0	0	-0.493900354642722	-0.38654141035693	-0.452914861250135	-0.337562877855372
Manes.16G106500.1.v7.1	6	0	0	0	0	-0.0932651916402502	0.0463658262608725	-0.246695151749568	-0.17055974848132
Manes.16G106600.1.v7.1	27	9	4	0	0	-0.986127238725593	-0.432065020148224	-0.501437672977384	-0.376858020031703
Manes.16G106800.10.v7.1	8	4	4	0	0	0.412307147246304	0.694022744237145	-0.270956251059864	-0.190207184682557
Manes.16G106900.1.v7.1	7	1	0	0	0	-0.0283991823156728	-0.0129017877293834	-0.25882570404997	-0.180383470037152
Manes.16G107000.1.v7.1	16	9	2	0	0	0.36747330044611	-0.163216049963103	-0.368000620193668	-0.268796794731781
Manes.16G107100.1.v7.1	9	5	2	0	0	0.4771734144709	0.251656069784241	-0.283086794308534	-0.200030893598056
Manes.16G107200.1.v7.1	37	13	6	2	1	-1.46502625234721	-0.641650237357683	0.39800577197565	0.415730032050592
Manes.16G107300.2.v7.1	10	4	3	0	0	0.166198297790745	0.383935355589781	-0.295217335325258	-0.209854597964164
Manes.16G107500.1.v7.1	4	0	0	0	0	0.152842884619561	0.164901440140868	-0.222434025160055	-0.150912279916243
Manes.16G107600.1.v7.1	6	2	1	0	0	0.282574932391049	0.237912778120342	-0.246695151749568	-0.17055974848132
Manes.16G107700.1.v7.1	34	10	6	3	1	-1.65964905812592	-0.463845279002782	0.944785346148636	0.44520132998407
Manes.16G107800.1.v7.1	27	10	2	1	0	-0.798200409834257	-0.815163787632027	0.00893743836879436	-0.376858020031703
Manes.16G107900.1.v7.1	16	6	5	0	0	-0.196283689849897	0.411421768291983	-0.368000620193668	-0.268796794731781
Manes.16G108000.4.v7.1	45	15	5	0	0	-2.0737320184695	-1.30737542324655	-0.719796747303056	-0.553690557166619
Manes.16G108100.3.v7.1	14	3	1	0	0	-0.513936424668424	-0.236227434692725	-0.343739507658068	-0.249149393544796
Manes.16G108200.5.v7.1	29	14	4	2	0	-0.29262410330601	-0.550600807600159	0.495051225930003	-0.396505686594944
Manes.16G108300.8.v7.1	29	14	6	0	0	-0.29262410330601	-0.16750786012535	-0.525699224493408	-0.396505686594944
Manes.16G108500.1.v7.1	6	4	1	1	1	0.658419705720285	0.237912778120342	0.26368291105278	0.720278596852775
Manes.16G108600.1.v7.1	14	7	1	0	0	0.237741726688426	-0.236227434692725	-0.343739507658068	-0.249149393544796
Manes.16G108700.1.v7.1	36	21	5	0	0	0.161434167307876	-0.773931885441574	-0.610615628229865	-0.4652731819528
Manes.16G108850.1.v7.1	16	13	8	2	0	1.11917405654978	0.986075411011159	0.652754013518927	-0.268796794731781
Manes.16G108900.2.v7.1	9	6	2	1	0	0.665096417600335	0.251656069784241	0.22729011030775	-0.200030893598056
Manes.16G109150.1.v7.1	29	22	8	2	1	1.21075544433623	0.215582223941404	0.495051225930003	0.494320523527488
Manes.16G109200.2.v7.1	17	11	4	3	1	0.620260875316117	0.160607723648279	1.1510212018349	0.612209245440762
Manes.16G109300.1.v7.1	21	5	1	0	0	-0.999485063178782	-0.651101784193606	-0.428653576570107	-0.317915383354204
Manes.16G109400.1.v7.1	21	6	1	0	0	-0.811557778644857	-0.651101784193606	-0.428653576570107	-0.317915383354204
Manes.16G109500.1.v7.1	20	8	2	1	0	-0.312658687483665	-0.400285553200105	0.0938517993059603	-0.308091651118638
Manes.16G109700.1.v7.1	13	6	2	0	0	0.172876043019246	0.0145857809856196	-0.331608960276454	-0.23932569557121
Manes.16G109800.3.v7.1	30	14	5	1	1	-0.415677735121777	-0.418321168689188	-0.027454370255394	0.484496642944297
Manes.16G109900.1.v7.1	20	10	3	1	1	0.0631785795825023	-0.208739321987416	0.0938517993059603	0.582736638869163
Manes.16G110000.2.v7.1	60	35	13	0	0	-0.160981038037559	-0.663990053126289	-0.901775338431807	-0.701060105414306
Manes.16G110100.1.v7.1	24	11	0	0	0	-0.241114653291737	-1.02046286406512	-0.465045531592115	-0.347386642481957
Manes.16G110400.2.v7.1	31	11	5	3	3	-1.10250938674532	-0.477588962626304	0.98117873215074	2.25653921157748
Manes.16G110500.2.v7.1	13	7	4	1	1	0.360795772069255	0.397678516106755	0.178766782013335	0.651506584233936
Manes.16G110600.1.v7.1	25	9	2	0	0	-0.740011198820469	-0.696625830999192	-0.477176222641118	-0.357210420266539
Manes.16G110700.1.v7.1	25	6	1	0	0	-1.30380072295049	-0.888177816341787	-0.477176222641118	-0.357210420266539
Manes.16G110800.1.v7.1	58	32	14	3	3	-0.478636482052288	-0.353899906887521	0.653649641583692	1.991258789461
Manes.16G111100.1.v7.1	32	19	1	1	0	0.277809096838205	-1.30307667308834	-0.0517155864738236	-0.425977332345392
Manes.16G111200.1.v7.1	54	36	9	0	0	0.765273836714303	-1.0745863238906	-0.828982145251949	-0.64211100638657
Manes.16G111300.2.v7.1	39	26	7	0	0	0.73187518932708	-0.568638206972688	-0.647008927990742	-0.494745351933781
